time, posX, posY, posZ, angX, angY, angZ,
0,02,25,5024,2,523304,31,90894,0,0,0,
0,04,25,5024,2,523304,31,90894,0,0,0,
0,3733333,25,5024,2,523304,31,90894,0,0,0,
0,461427,25,5024,2,523304,31,90894,0,0,0,
0,4946377,25,5024,2,523304,31,90894,0,0,0,
0,5270585,25,5024,2,523304,31,90894,0,0,0,
0,5841252,25,5024,2,523304,31,90894,0,0,0,
0,6049725,25,5024,2,523304,31,90894,0,0,0,
0,6217256,25,5024,2,523304,31,90894,0,0,0,
0,64257,25,5024,2,523304,31,90894,0,0,0,
0,6643815,25,5024,2,523304,31,90894,0,0,0,
0,6795436,25,5024,2,523304,31,90894,0,0,0,
0,6980709,25,5024,2,523304,31,90894,0,0,0,
0,7200837,25,5024,2,523304,31,90894,0,0,0,
0,7418804,25,5024,2,523304,31,90894,0,0,0,
0,7571387,25,5024,2,523304,31,90894,0,0,0,
0,7757494,25,5024,2,523304,31,90894,0,0,0,
0,8060083,25,5024,2,523304,31,90894,0,0,0,
0,820357,25,5024,2,523304,31,90894,0,0,0,
0,8427263,25,5024,2,523304,31,90894,0,0,0,
0,8643274,25,5024,2,523304,31,90894,0,0,0,
0,8870488,25,5024,2,523304,31,90894,0,0,0,
0,9089461,25,5024,2,523304,31,90894,0,0,0,
0,9409647,25,5024,2,523304,31,90894,0,0,0,
0,9565919,25,5024,2,523304,31,90894,0,0,0,
0,9854257,25,5024,2,523304,31,90894,0,0,0,
1,002355,25,5024,2,523304,31,90894,0,0,0,
1,0286,25,5024,2,523304,31,90894,0,0,0,
1,045372,25,5024,2,523304,31,90894,0,0,0,
1,073672,25,5024,2,523304,31,90894,0,0,0,
1,098993,25,5024,2,523304,31,90894,0,0,0,
1,124355,25,5024,2,523304,31,90894,0,0,0,
1,14907,25,5024,2,523304,31,90894,0,0,0,
1,177796,25,5024,2,523304,31,90894,0,0,0,
1,206642,25,5024,2,523304,31,90894,0,0,0,
1,23443,25,5024,2,523304,31,90894,0,0,0,
1,264307,25,5024,2,523304,31,90894,0,0,0,
1,292566,25,5024,2,523304,31,90894,0,0,0,
1,313541,25,5024,2,523304,31,90894,0,0,0,
1,356959,25,5024,2,523304,31,90894,0,0,0,
1,37716,25,5024,2,523304,31,90894,0,0,0,
1,412985,25,5024,2,523304,31,90894,0,0,0,
1,4434,25,5024,2,523304,31,90894,0,0,0,
1,47271,25,5024,2,523304,31,90894,0,0,0,
1,512817,25,5024,2,523304,31,90894,0,0,0,
1,541897,25,5024,2,523304,31,90894,0,0,0,
1,572711,25,5024,2,523304,31,90894,0,0,0,
1,607302,25,5024,2,523304,31,90894,0,0,0,
1,640974,25,5024,2,523304,31,90894,0,0,0,
1,671907,25,5024,2,523304,31,90894,0,0,0,
1,705234,25,5024,2,523304,31,90894,0,0,0,
1,738241,25,5024,2,523304,31,90894,0,0,0,
1,772108,25,5024,2,523304,31,90894,0,0,0,
1,805317,25,5024,2,523304,31,90894,0,0,0,
1,83893,25,5024,2,523304,31,90894,0,0,0,
1,872329,25,5024,2,523304,31,90894,0,0,0,
1,90496,25,5024,2,523304,31,90894,0,0,0,
1,938326,25,5024,2,523304,31,90894,0,0,0,
1,964896,25,5024,2,523304,31,90894,0,0,0,
2,0052,25,5024,2,523304,31,90894,0,0,0,
2,031197,25,5024,2,523304,31,90894,0,0,0,
2,070374,25,5024,2,523304,31,90894,0,0,0,
2,097707,25,5024,2,523304,31,90894,0,0,0,
2,137111,25,5024,2,523304,31,90894,0,0,0,
2,172423,25,5024,2,523304,31,90894,0,0,0,
2,20399,25,5024,2,523304,31,90894,0,0,0,
2,237699,25,5024,2,523304,31,90894,0,0,0,
2,270806,25,5024,2,523304,31,90894,0,0,0,
2,304229,25,5024,2,523304,31,90894,0,0,0,
2,33848,25,5024,2,523304,31,90894,0,0,0,
2,352965,25,5024,2,523304,31,90894,0,0,0,
2,381668,25,5024,2,523304,31,90894,0,0,0,
2,396676,25,5024,2,523304,31,90894,0,0,0,
2,426058,25,5024,2,523304,31,90894,0,0,0,
2,441568,25,5024,2,523304,31,90894,0,0,0,
2,470124,25,5024,2,523304,31,90894,0,0,0,
2,486145,25,5024,2,523304,31,90894,0,0,0,
2,515073,25,5024,2,523304,31,90894,0,0,0,
2,537755,25,5024,2,523304,31,90894,0,0,0,
2,560069,25,5024,2,523304,31,90894,0,0,0,
2,583442,25,5024,2,523304,31,90894,0,0,0,
2,604522,25,5024,2,523304,31,90894,0,0,0,
2,619414,25,5024,2,523304,31,90894,0,0,0,
2,648574,25,5024,2,523304,31,90894,0,0,0,
2,665711,25,5024,2,523304,31,90894,0,0,0,
2,694612,25,5024,2,523304,31,90894,0,0,0,
2,712754,25,5024,2,523304,31,90894,0,0,0,
2,747081,25,5024,2,523304,31,90894,0,0,0,
2,771193,25,5024,2,523304,31,90894,0,0,0,
2,799676,25,5024,2,523304,31,90894,0,0,0,
2,836065,25,5024,2,523304,31,90894,0,0,0,
2,87286,25,5024,2,523304,31,90894,0,0,0,
2,89847,25,5024,2,523304,31,90894,0,0,0,
2,94558,25,5024,2,523304,31,90894,0,0,0,
2,98433,25,5024,2,523304,31,90894,0,0,0,
2,999722,25,5024,2,523304,31,90894,0,0,0,
3,027357,25,5024,2,523304,31,90894,0,0,0,
3,049664,25,5024,2,523304,31,90894,0,0,0,
3,06408,25,5024,2,523304,31,90894,0,0,0,
3,094222,25,5024,2,523304,31,90894,0,0,0,
3,108624,25,5024,2,523304,31,90894,0,0,0,
3,137583,25,5024,2,523304,31,90894,0,0,0,
3,153007,25,5024,2,523304,31,90894,0,0,0,
3,180914,25,5024,2,523304,31,90894,0,0,0,
3,197097,25,5024,2,523304,31,90894,0,0,0,
3,2273,25,5024,2,523304,31,90894,0,0,0,
3,242165,25,5024,2,523304,31,90894,0,0,0,
3,270973,25,5024,2,523304,31,90894,0,0,0,
3,286111,25,5024,2,523304,31,90894,0,0,0,
3,315276,25,5024,2,523304,31,90894,0,0,0,
3,329922,25,5024,2,523304,31,90894,0,0,0,
3,360343,25,5024,2,523304,31,90894,0,0,0,
3,376343,25,5024,2,523304,31,90894,0,0,0,
3,404117,25,5024,2,523304,31,90894,0,0,0,
3,419921,25,5024,2,523304,31,90894,0,0,0,
3,451326,25,5024,2,523304,31,90894,0,0,0,
3,466771,25,5024,2,523304,31,90894,0,0,0,
3,49609,25,5024,2,523304,31,90894,0,0,0,
3,511682,25,5024,2,523304,31,90894,0,0,0,
3,537069,25,5024,2,523304,31,90894,0,0,0,
3,552469,25,5024,2,523304,31,90894,0,0,0,
3,580645,25,5024,2,523304,31,90894,0,0,0,
3,597089,25,5024,2,523304,31,90894,0,0,0,
3,627548,25,5024,2,523304,31,90894,0,0,0,
3,649591,25,5024,2,523304,31,90894,0,0,0,
3,671586,25,5024,2,523304,31,90894,0,0,0,
3,695969,25,5024,2,523304,31,90894,0,0,0,
3,717893,25,5024,2,523304,31,90894,0,0,0,
3,732689,25,5024,2,523304,31,90894,0,0,0,
3,760577,25,5024,2,523304,31,90894,0,0,0,
3,783722,25,5024,2,523304,31,90894,0,0,0,
3,807559,25,5024,2,523304,31,90894,0,0,0,
3,833807,25,5024,2,523304,31,90894,0,0,0,
3,860262,25,5024,2,523304,31,90894,0,0,0,
3,882856,25,5024,2,523304,31,90894,0,0,0,
3,916773,25,5024,2,523304,31,90894,0,0,0,
3,94052,25,5024,2,523304,31,90894,0,0,0,
3,975301,25,5024,2,523304,31,90894,0,0,0,
3,997604,25,5024,2,523304,31,90894,0,0,0,
4,028416,25,5024,2,523304,31,90894,0,0,0,
4,053475,25,5024,2,523304,31,90894,0,0,0,
4,069219,25,5024,2,523304,31,90894,0,0,0,
4,093588,25,5024,2,523304,31,90894,0,0,0,
4,111336,25,5024,2,523304,31,90894,0,0,0,
4,138907,25,5024,2,523304,31,90894,0,0,0,
4,155375,25,5024,2,523304,31,90894,0,0,0,
4,174422,25,5024,2,523304,31,90894,0,0,0,
4,204331,25,5024,2,523304,31,90894,0,0,0,
4,220383,25,5024,2,523304,31,90894,0,0,0,
4,241829,25,5024,2,523304,31,90894,0,0,0,
4,271685,25,5024,2,523304,31,90894,0,0,0,
4,290505,25,5024,2,523304,31,90894,0,0,0,
4,315434,25,5024,2,523304,31,90894,0,0,0,
4,331841,25,5024,2,523304,31,90894,0,0,0,
4,353328,25,5024,2,523304,31,90894,0,0,0,
4,381561,25,5024,2,523304,31,90894,0,0,0,
4,397573,25,5024,2,523304,31,90894,0,0,0,
4,419183,25,5024,2,523304,31,90894,0,0,0,
4,441461,25,5024,2,523304,31,90894,0,0,0,
4,463228,25,5024,2,523304,31,90894,0,0,0,
4,493775,25,5024,2,523304,31,90894,0,0,0,
4,509076,25,5024,2,523304,31,90894,0,0,0,
4,529624,25,5024,2,523304,31,90894,0,0,0,
4,552563,25,5024,2,523304,31,90894,0,0,0,
4,584084,25,5024,2,523304,31,90894,0,0,0,
4,600429,25,5024,2,523304,31,90894,0,0,0,
4,618466,25,5024,2,523304,31,90894,0,0,0,
4,649118,25,5024,2,523304,31,90894,0,0,0,
4,666748,25,5024,2,523304,31,90894,0,0,0,
4,686451,25,5024,2,523304,31,90894,0,0,0,
4,715296,25,5024,2,523304,31,90894,0,0,0,
4,733779,25,5024,2,523304,31,90894,0,0,0,
4,761322,25,5024,2,523304,31,90894,0,0,0,
4,776584,25,5024,2,523304,31,90894,0,0,0,
4,804794,25,5024,2,523304,31,90894,0,0,0,
